613342312817	2023-05-04 04:01:02
611034051477	2023-05-04 06:00:01
611034051477	2023-05-04 06:01:02
604853213312	2023-05-04 07:00:02
605291124487	2023-05-04 08:00:02
606586844121	2023-05-04 09:00:03
606471149107	2023-05-04 10:00:02
605547748922	2023-05-04 11:00:02
604803629698	2023-05-04 12:00:02
606429695534	2023-05-04 13:00:01
606591836555	2023-05-04 14:00:01
605833687145	2023-05-04 15:00:02
604982406615	2023-05-04 16:00:02
605862477048	2023-05-04 17:00:01
607810255492	2023-05-04 18:00:02
615430590898	2023-05-04 19:00:01
615821281465	2023-05-04 20:00:03
612574683574	2023-05-04 21:00:02
614740027803	2023-05-04 22:00:02
614223553831	2023-05-04 23:00:02
613133922846	2023-05-05 00:00:02
611817554971	2023-05-05 05:00:01
615800109119	2023-05-05 08:00:02
615395370306	2023-05-05 09:00:02
620687765738	2023-05-05 10:00:02
620185592998	2023-05-05 11:00:02
620386700757	2023-05-05 13:00:02
620420665395	2023-05-05 14:00:02
620044835105	2023-05-05 15:00:02
622364641676	2023-05-05 16:00:02
624620282288	2023-05-05 18:00:01
620566485739	2023-05-05 19:00:02
619495004641	2023-05-05 20:00:01
609053241642	2023-05-07 09:00:02
608007514944	2023-05-07 10:00:02
607645607270	2023-05-07 11:00:02
552755641810	2023-05-12 09:00:02
